AptName,Target,EntrezGeneSymbol,ColCheck,UniProt
seq.4240.31,M2-PK,PKM,PASS,P14618
seq.23593.14,M21D2,MB21D2,PASS,Q8IYB1
seq.23162.36,M3K10,MAP3K10,PASS,Q02779
seq.21406.25,M3K11,MAP3K11,PASS,Q16584
seq.8954.30,M4K1,MAP4K1,PASS,Q92918
seq.8978.30,M4K3,MAP4K3,PASS,Q8IVH8
seq.21989.12,M4K5,MAP4K5,PASS,Q9Y4K4
seq.14687.6,M6PBP,PLIN3,PASS,O60664
seq.9077.10,MA1A2,MAN1A2,PASS,O60476
seq.7071.23,MA1B1,MAN1B1,PASS,Q9UKM7
seq.13427.66,MA1C1,MAN1C1,PASS,Q9NR34
seq.9251.28,MA2B2,MAN2B2,PASS,Q9Y2E5
seq.24661.4,MA6D1,MAP6D1,PASS,Q9H9H5
seq.16872.248,MAAI,GSTZ1,PASS,O43708
seq.13653.335,MACD1,MACROD1,PASS,Q9BQ69
seq.25459.3,MACD2,MACROD2,PASS,A1Z1Q3
seq.12367.52,MACOI,MACO1,PASS,Q8N5G2
seq.21477.105,MAEA,MAEA,PASS,Q7L5Y9
seq.19281.86,MAFG,MAFG,PASS,O15525
seq.20579.50,MAG,MAG,PASS,P20916
seq.18326.50,MAGA8,MAGEA8,PASS,P43361
seq.11456.2,MAGBA,MAGEB10,PASS,Q96LZ2
seq.21392.15,MAGD1,MAGED1,PASS,Q9Y5V3
seq.13610.9,MAGE-10,MAGEA10,PASS,P43363
seq.12576.21,MAGE-3,MAGEA3,PASS,P43357
seq.20133.1,MAGE-3,MAGEA3,PASS,P43357
seq.10485.56,MAGE-4,MAGEA4,PASS,P43358
seq.20075.130,MAGE-4,MAGEA4,PASS,P43358
seq.18205.123,MAGE-6,MAGEA6,PASS,P43360
seq.22991.9,MAGE-6,MAGEA6,PASS,P43360
seq.14066.49,MAGI2,MAGI2,PASS,Q86UL8
seq.24696.14,MAGIX,MAGIX,PASS,Q9H6Y5
seq.24713.4,MAGIX,MAGIX,PASS,Q9H6Y5
seq.21864.20,MAK16,MAK16,PASS,Q9BXY0
seq.23611.16,MALD2,MARVELD2,PASS,Q8N4S9
seq.25300.39,MALT1,MALT1,PASS,Q9UDY8
seq.6119.14,MAMC2,MAMDC2,PASS,Q7Z304
seq.6382.17,MANBA,MANBA,PASS,O00462
seq.8014.359,MANEA,MANEA,PASS,Q5SRI9
seq.9557.5,MANS1,MANSC1,PASS,Q9H8J5
seq.9578.263,MANS4,MANSC4,PASS,A6NHS7
seq.25042.3,MAOM,ME2,PASS,P23368
seq.25060.18,MAOX,ME1,PASS,P48163
seq.12990.39,MAP3K3,MAP3K3,PASS,Q99759
seq.15329.167,MAPIP,LAMTOR2,PASS,Q9Y2Q5
seq.5007.1,MAPK14,MAPK14,PASS,Q16539
seq.3820.68,MAPK2,MAPKAPK2,PASS,P49137
seq.3821.28,MAPK5,MAPKAPK5,PASS,Q8IW41
seq.8382.47,MAPK5,MAPKAPK5,PASS,Q8IW41
seq.3822.54,MAPKAPK3,MAPKAPK3,PASS,Q16644
seq.19175.18,MARCKSL1,MARCKSL1,PASS,P49006
seq.20134.27,MARCO,MARCO,PASS,Q9UEW3
seq.9003.99,MARCO,MARCO,PASS,Q9UEW3
seq.12469.19,MARE1,MAPRE1,PASS,Q15691
seq.19371.18,MARE1,MAPRE1,PASS,Q15691
seq.16856.79,MARE2,MAPRE2,PASS,Q15555
seq.16885.49,MARE3,MAPRE3,PASS,Q9UPY8
seq.22992.6,MARE3,MAPRE3,PASS,Q9UPY8
seq.9747.48,MARK3,MARK3,PASS,P27448
seq.21810.50,MART-1,MLANA,PASS,Q16655
seq.3605.77,MASP3,MASP1,PASS,P48740
seq.8091.16,MASP3,MASP1,PASS,P48740
seq.9125.23,MASP3,MASP1,PASS,P48740
seq.24675.2,MAST4,MAST4,PASS,O15021
seq.23540.3,MAT1,MNAT1,PASS,P51948
seq.18392.19,MAT2B,MAT2B,PASS,Q9NZL9
seq.3823.9,MATK,MATK,PASS,P42679
seq.3325.2,MATN2,MATN2,PASS,O00339
seq.19361.78,MATN3,MATN3,PASS,O15232
seq.3208.2,MATN3,MATN3,PASS,O15232
seq.7083.74,MATN4,MATN4,PASS,O95460
seq.12411.60,MAX,MAX,PASS,P61244
seq.13436.54,MAZ,MAZ,PASS,P56270
seq.11258.41,MAdCAM-1,MADCAM1,PASS,Q13477
seq.23320.11,MB12B,MVB12B,PASS,Q9H7P6
seq.14294.61,MBD1,MBD1,PASS,Q9UIS9
seq.3891.56,MBD4,MBD4,PASS,O95243
seq.3000.66,MBL,MBL2,PASS,P11226
seq.24408.30,MBNL1,MBNL1,PASS,Q9NR56
seq.24446.65,MBNL2,MBNL2,PASS,Q5VZF2
seq.7240.2,MBTP1,MBTPS1,PASS,Q14703
seq.21628.6,MCA3,EEF1E1,PASS,O43324
seq.8032.23,MCCD1,MCCD1,PASS,P59942
seq.12847.27,MCE1,RNGTT,PASS,O60942
seq.20135.85,MCE1,RNGTT,PASS,O60942
seq.9388.18,MCEE,MCEE,PASS,Q96PE7
seq.6283.60,MCEM1,MCEMP1,PASS,Q8IX19
seq.13934.3,MCF2L,MCF2L,PASS,O15068
seq.9897.9,MCM6,MCM6,PASS,Q14566
seq.2578.67,MCP-1,CCL2,PASS,P13500
seq.13748.4,MCP-2,CCL8,PASS,P80075
seq.2785.15,MCP-2,CCL8,PASS,P80075
seq.22969.12,MCP-3,CCL7,PASS,P80098
seq.4886.3,MCP-3,CCL7,PASS,P80098
seq.4144.13,MCP-4,CCL13,PASS,Q99616
seq.23680.1,MCPIP,ZC3H12A,PASS,Q5D1E8
seq.12931.16,MCR,NR3C2,PASS,P08235
seq.12488.9,MCTS1,MCTS1,PASS,Q9ULC4
seq.13618.15,MD1L1,MAD1L1,PASS,Q9Y6D9
seq.21129.95,MD2BP,MAD2L1BP,PASS,Q15013
seq.15313.28,MD2L1,MAD2L1,PASS,Q13257
seq.23404.16,MD2L2,MAD2L2,PASS,Q9UI95
seq.22993.9,MDC,CCL22,PASS,O00626
seq.3508.78,MDC,CCL22,PASS,O00626
seq.16900.29,MDGA1,MDGA1,PASS,Q8NFP4
seq.19372.7,MDGA2,MDGA2,PASS,Q7Z553
seq.3853.56,MDHC,MDH1,PASS,P40925
seq.3507.1,MDH_THETH,mdh,PASS,P10584
seq.8481.26,MDH_THETH,mdh,PASS,P10584
seq.8481.44,MDH_THETH,mdh,PASS,P10584
seq.7898.29,MDM1,MDM1,PASS,Q8TC05
seq.13228.75,MDM2,MDM2,PASS,Q00987
seq.4245.80,MDM2,MDM2,PASS,Q00987
seq.13229.20,MDM4,MDM4,PASS,O15151
seq.19108.50,MECP2,MECP2,PASS,P51608
seq.3892.21,MED-1,MED1,PASS,Q15648
seq.23264.42,MED10,MED10,PASS,Q9BTT4
seq.22500.9,MED11,MED11,PASS,Q9P086
seq.20427.18,MED20,MED20,PASS,Q9H944
seq.22499.15,MED28,MED28,PASS,Q9H204
seq.14021.81,MED4,MED4,PASS,Q9NPJ6
seq.8933.84,MEF2C,MEF2C,PASS,Q06413
seq.24266.2,MEF2D,MEF2D,PASS,Q14814
seq.11168.3,MEG10,MEGF10,PASS,Q96KG7
seq.24286.48,MEIG1,MEIG1,PASS,Q5JSS6
seq.23568.41,MEIS2,MEIS2,PASS,O14770
seq.2864.2,MEK1,MAP2K1,PASS,Q02750
seq.4584.5,MEL_VESMG,MELT,PASS,P68408
seq.8445.54,MEL_VESMG,MELT,PASS,P68408
seq.19110.6,MEMO1,MEMO1,PASS,Q9Y316
seq.24896.5,MEN1,MEN1,PASS,O00255
seq.20183.48,MEOX1,MEOX1,PASS,P50221
seq.18259.15,MEOX2,MEOX2,PASS,P50222
seq.23039.56,MEOX2,MEOX2,PASS,P50222
seq.19786.26,MEP1A,MEP1A,PASS,Q16819
seq.21387.64,MEP1A,MEP1A,PASS,Q16819
seq.3209.69,MEPE,MEPE,PASS,Q9NQ76
seq.19787.14,MER,MERTK,PASS,Q12866
seq.20572.6,MER,MERTK,PASS,Q12866
seq.21172.11,MESD1,TLNRD1,PASS,Q9H1K6
seq.15299.102,MESD2,MESD,PASS,Q14696
seq.5594.87,MESD2,MESD,PASS,Q14696
seq.9470.15,MET24,METTL24,PASS,Q5JXM2
seq.23558.33,MET2B,METTL2B,PASS,Q6P1Q9
seq.3210.1,METAP1,METAP1,PASS,P53582
seq.21247.16,METK1,MAT1A,PASS,Q00266
seq.19788.6,METK2,MAT2A,PASS,P31153
seq.21705.33,METRL,METRNL,PASS,Q641Q3
seq.12514.16,METTL1,METTL1,PASS,Q9UBP6
seq.8837.8,MFA3L,MFAP3L,PASS,O75121
seq.5606.24,MFAP1,MFAP1,PASS,P55081
seq.10569.28,MFAP2,MFAP2,PASS,P55001
seq.9294.45,MFAP2,MFAP2,PASS,P55001
seq.20545.17,MFAP3,MFAP3,PASS,P55082
seq.5636.10,MFAP4,MFAP4,PASS,P55083
seq.6440.31,MFAP5,MFAP5,PASS,Q13361
seq.4455.89,MFGM,MFGE8,PASS,Q08431
seq.11364.18,MFN1,MFN1,PASS,Q8IWA4
seq.5605.77,MFNG,MFNG,PASS,O00587
seq.3685.53,MFRP,MFRP,PASS,Q9BY79
seq.11587.5,MGAP,MGA,PASS,Q8IWI9
seq.10571.14,MGAT1,MGAT1,PASS,P26572
seq.6909.40,MGAT2,MGAT2,PASS,Q10469
seq.21771.47,MGAT3,MGAT3,PASS,Q09327
seq.20923.10,MGDP1,MDP1,PASS,Q86V88
seq.21437.77,MGMT,MGMT,PASS,P16455
seq.21008.113,MGN,MAGOH,PASS,P61326
seq.16875.13,MGN2,MAGOHB,PASS,Q96A72
seq.6520.87,MGP,MGP,PASS,P08493
seq.9392.43,MGT4A,MGAT4A,PASS,Q9UM21
seq.7141.21,MGT4B,MGAT4B,PASS,Q9UQ53
seq.7208.60,MGT4C,MGAT4C,PASS,Q9UBM8
seq.21768.9,MGT5A,MGAT5,PASS,Q09328
seq.21813.171,MGT5A,MGAT5,PASS,Q09328
seq.2687.2,MIA,MIA,PASS,Q16674
seq.4374.45,MIC-1,GDF15,PASS,Q99988
seq.2730.58,MICA,MICA,PASS,Q29983
seq.25070.18,MICA1,MICAL1,PASS,Q8TDZ2
seq.5102.55,MICB,MICB,PASS,Q29980
seq.9328.55,MICB,MICB,PASS,Q29980
seq.23668.281,MID51,MIEF1,PASS,Q9NQG6
seq.5356.2,MIF,MIF,PASS,P14174
seq.8221.19,MIF,MIF,PASS,P14174
seq.11593.21,MIG,CXCL9,PASS,Q07325
seq.9188.119,MIG,CXCL9,PASS,Q07325
seq.24973.11,MILK1,MICALL1,PASS,Q8N3F8
seq.12891.1,MILK2,MICALL2,PASS,Q8IY33
seq.11173.29,MILR1,MILR1,PASS,Q7Z6M3
seq.17224.12,MIME,OGN,PASS,P20774
seq.21120.3,MIMIT,NDUFAF2,PASS,Q8N183
seq.21371.12,MINA,RIOX2,PASS,Q8IUF8
seq.5586.66,MINP1,MINPP1,PASS,Q9UNW1
seq.13498.1,MIOX,MIOX,PASS,Q9UGB7
seq.3040.59,MIP-1a,CCL3,PASS,P10147
seq.2468.62,MIP-3a,CCL20,PASS,P78556
seq.4922.13,MIP-3b,CCL19,PASS,Q99731
seq.14109.15,MIP-5,CCL15,PASS,Q16663
seq.18289.16,MIP-5,CCL15,PASS,Q16663
seq.3509.1,MIP-5,CCL15,PASS,Q16663
seq.21752.10,MIRO1,RHOT1,PASS,Q8IXI2
seq.4923.79,MIS,AMH,PASS,P03971
seq.23266.62,MITD1,MITD1,PASS,Q8WV92
seq.22383.21,MITF,MITF,PASS,O75030
seq.3115.64,MK01,MAPK1,PASS,P28482
seq.22858.3,MK06,MAPK6,PASS,Q16659
seq.3825.18,MK08,MAPK8,PASS,P45983
seq.15418.25,MK10,MAPK10,PASS,P53779
seq.5004.69,MK11,MAPK11,PASS,Q15759
seq.5005.4,MK12,MAPK12,PASS,P53778
seq.5006.71,MK13,MAPK13,PASS,O15264
seq.23693.4,MKNK1,MKNK1,PASS,Q9BUB5
seq.22503.24,MKX,MKX,PASS,Q8IYA7
seq.19122.47,ML12B,MYL12B,PASS,O14950
seq.17820.170,MLF1,MLF1,PASS,P58340
seq.25465.42,MLIP,MLIP,PASS,Q5VWP3
seq.13623.4,MLL2,KMT2D,PASS,O14686
seq.17781.191,MLP3A,MAP1LC3A,PASS,Q9H492
seq.11608.5,MLP3B,MAP1LC3B,PASS,Q9GZQ8
seq.19286.30,MLR5,MYL5,PASS,Q02045
seq.19296.51,MLRA,MYL7,PASS,Q01449
seq.19373.3,MLRM,MYL12A,PASS,P19105
seq.21112.6,MLRS,MYLPF,PASS,Q96A32
seq.23294.19,MLX,MLX,PASS,Q9UH92
seq.17783.9,MMAB,MMAB,PASS,Q96EY8
seq.20953.34,MMAC,MMACHC,PASS,Q9Y4U1
seq.21814.13,MMAD,MMADHC,PASS,Q9H3L0
seq.3627.71,MMEL2,MMEL1,PASS,Q495T6
seq.7225.51,MMGT1,MMGT1,PASS,Q8N4V1
seq.4924.32,MMP-1,MMP1,PASS,P03956
seq.10479.18,MMP-10,MMP10,PASS,P09238
seq.8479.4,MMP-10,MMP10,PASS,P09238
seq.4496.60,MMP-12,MMP12,PASS,P39900
seq.4925.54,MMP-13,MMP13,PASS,P45452
seq.5002.76,MMP-14,MMP14,PASS,P50281
seq.5268.49,MMP-16,MMP16,PASS,P51512
seq.9719.145,MMP-16,MMP16,PASS,P51512
seq.2838.53,MMP-17,MMP17,PASS,Q9ULZ9
seq.4160.49,MMP-2,MMP2,PASS,P08253
seq.2788.55,MMP-3,MMP3,PASS,P08254
seq.2789.26,MMP-7,MMP7,PASS,P09237
seq.8475.15,MMP-7,MMP7,PASS,P09237
seq.2954.56,MMP-8,MMP8,PASS,P22894
seq.9172.69,MMP-8,MMP8,PASS,P22894
seq.2579.17,MMP-9,MMP9,PASS,P14780
seq.6425.87,MMP19,MMP19,PASS,Q99542
seq.15419.15,MMP20,MMP20,PASS,O60882
seq.6374.7,MMP20,MMP20,PASS,O60882
seq.19136.22,MMSA,ALDH6A1,PASS,Q02252
seq.20076.7,MNDA,MNDA,PASS,P41218
seq.9576.58,MNX1,MNX1,PASS,P50219
seq.10636.1,MO2R1,CD200R1,PASS,Q8TD46
seq.5103.30,MO2R1,CD200R1,PASS,Q8TD46
seq.8980.19,MO2R2,CD200R1L,PASS,Q6Q8B3
seq.18193.165,MO4L1,MORF4L1,PASS,Q9UBU8
seq.24443.8,MO4L2,MORF4L2,PASS,Q15014
seq.21815.7,MOB3B,MOB3B,PASS,Q86TA1
seq.19332.1,MOBL3,MOB4,PASS,Q9Y3A3
seq.24419.3,MOCOS,MOCOS,PASS,Q96EN8
seq.14229.5,MOCS3,MOCS3,PASS,O95396
seq.15619.49,MOG,MOG,PASS,Q16653
seq.19177.7,MOL1A,MOB1B,PASS,Q7L9L4
seq.12426.19,MOL1B,MOB1A,PASS,Q9H8S9
seq.7956.11,MOS1,MICOS10,PASS,Q5TGZ0
seq.9049.2,MOT4,SLC16A3,PASS,O15427
seq.5631.83,MOTI,MLN,PASS,P12872
seq.3628.3,MP2K2,MAP2K2,PASS,P36507
seq.6151.18,MP2K3,MAP2K3,PASS,P46734
seq.5242.37,MP2K4,MAP2K4,PASS,P45985
seq.22041.26,MP2K5,MAP2K5,PASS,Q13163
seq.17175.5,MP2K6,MAP2K6,PASS,P52564
seq.20965.18,MP3B2,MAP1LC3B2,PASS,A6NCE7
seq.23164.8,MPC1,MPC1,PASS,Q9Y5U8
seq.14036.116,MPDZ,MPDZ,PASS,O75970
seq.25233.2,MPI,MPI,PASS,P34949
seq.2913.1,MPIF-1,CCL23,PASS,P55773
seq.11548.84,MPIP1,CDC25A,PASS,P30304
seq.12427.8,MPIP2,CDC25B,PASS,P30305
seq.24265.6,MPP2,MPP2,PASS,Q14168
seq.24982.33,MPP5,MPP5,PASS,Q8N3R9
seq.13490.1,MPP6,MPP6,PASS,Q9NZW5
seq.12732.13,MPP7,MPP7,PASS,Q5T2T1
seq.24907.3,MPPA,PMPCA,PASS,Q10713
seq.19153.53,MPPD2,MPPED2,PASS,Q15777
seq.16845.15,MPZL1,MPZL1,PASS,O95297
seq.9372.157,MPZL2,MPZL2,PASS,O60487
seq.21203.14,MR1L1,MRFAP1L1,PASS,Q96HT8
seq.7895.108,MRAP,MRAP,PASS,Q8TCY5
seq.10889.2,MRAP2,MRAP2,PASS,Q96G30
seq.3041.55,MRC2,MRC2,PASS,Q9UBG0
seq.12706.2,MRCKA,CDC42BPA,PASS,Q5VT25
seq.3629.60,MRCKB,CDC42BPB,PASS,Q9Y5S2
seq.11319.106,MRE11,MRE11,PASS,P49959
seq.19145.4,MREG,MREG,PASS,Q8N565
seq.8843.34,MRF,MYRF,PASS,Q9Y2G1
seq.21327.12,MRI,CYREN,PASS,Q9BWK5
seq.21319.196,MRM1,MRM1,PASS,Q6IN84
seq.21161.16,MRM2,MRM2,PASS,Q9UI43
seq.8935.22,MRP6,ABCC6,PASS,O95255
seq.21310.37,MRT4,MRTO4,PASS,Q9UKD2
seq.8255.34,MRVI1,IRAG1,PASS,Q9Y6F6
seq.25452.16,MSD2,MSANTD2,PASS,Q6P1R3
seq.9739.4,MSH2,MSH2,PASS,P43246
seq.21366.7,MSI2H,MSI2,PASS,Q96DH6
seq.4407.10,MSP,MST1,PASS,P26927
seq.2640.3,MSP R,MST1R,PASS,Q04912
seq.20382.8,MSPD1,MOSPD1,PASS,Q9UJG1
seq.7137.8,MSRA,MSRA,PASS,Q9UJ68
seq.20971.1,MSRB1,MSRB1,PASS,Q9NZV6
seq.16877.19,MSRB2,MSRB2,PASS,Q9Y3D2
seq.7824.88,MSRB3,MSRB3,PASS,Q8IXL7
seq.18483.36,MSS4,RABIF,PASS,P47224
seq.21545.51,MSTN1,MUSTN1,PASS,Q8IVN3
seq.23301.2,MSX-2,MSX2,PASS,P35548
seq.23564.83,MT21C,METTL21C,PASS,Q5VZV1
seq.24956.1,MTA70,METTL3,PASS,Q86U44
seq.9910.9,MTAP,MTAP,PASS,Q13126
seq.12916.3,MTCP1,MTCP1,PASS,P56278
seq.19374.72,MTCP1,MTCP1,PASS,P56278
seq.24454.27,MTD2L,MTHFD2L,PASS,Q9H903
seq.18321.38,MTDC,MTHFD2,PASS,P13995
seq.9095.5,MTFR1,MTFR1,PASS,Q15390
seq.14107.1,MTHFS,MTHFS,PASS,P49914
seq.19129.15,MTHFSD,MTHFSD,PASS,Q2M296
seq.25236.11,MTL26,METTL26,PASS,Q96S19
seq.11167.6,MTMR1,MTMR1,PASS,Q13613
seq.12536.46,MTMR6,MTMR6,PASS,Q9Y217
seq.24493.10,MTMR7,MTMR7,PASS,Q9Y216
seq.23340.37,MTNA,MRI1,PASS,Q9BV20
seq.12457.10,MTND,ADI1,PASS,Q9BV57
seq.25252.29,MTSSL,MTSS2,PASS,Q765P7
seq.24710.1,MTUS2,MTUS2,PASS,Q5JR59
seq.10623.19,MUC1,MUC1,PASS,P15941
seq.10976.44,MUC1,MUC1,PASS,P15941
seq.9176.3,MUC1,MUC1,PASS,P15941
seq.20512.2,MUC18,MCAM,PASS,P43121
seq.9962.1,MUCDL,CDHR5,PASS,Q9HBB8
seq.10975.59,MUCL1,MUCL1,PASS,Q96DR8
seq.11159.14,MUL1,MUL1,PASS,Q969V5
seq.9315.16,MUL1,MUL1,PASS,Q969V5
seq.22385.2,MUM1,PWWP3A,PASS,Q2TAK8
seq.23322.2,MUSC,MSC,PASS,O60682
seq.11547.84,MUSK,MUSK,PASS,O15146
seq.19116.1,MUTED,BLOC1S5,PASS,Q8TDH9
seq.11391.69,MVK,MVK,PASS,Q03426
seq.9035.2,MXI1,MXI1,PASS,P50539
seq.8005.1,MXRA7,MXRA7,PASS,P84157
seq.10521.10,MXRA8,MXRA8,PASS,Q9BRK3
seq.7002.1,MXRA8,MXRA8,PASS,Q9BRK3
seq.11618.83,MYB,MYB,PASS,P10242
seq.25065.22,MYBPH,MYBPH,PASS,Q13203
seq.19250.50,MYCBP,MYCBP,PASS,Q99417
seq.13541.1,MYCT1,MYCT1,PASS,Q8N699
seq.8303.102,MYG1,MYG1,PASS,Q9HB07
seq.20107.11,MYL4,MYL4,PASS,P12829
seq.14227.21,MYL6B,MYL6B,PASS,P14649
seq.20078.6,MYL6B,MYL6B,PASS,P14649
seq.21817.5,MYL9,MYL9,PASS,P24844
seq.12455.48,MYNN,MYNN,PASS,Q9NPC7
seq.9894.13,MYO6,MYO6,PASS,Q9UM54
seq.16558.2,MYOC,MYOC,PASS,Q99972
seq.13534.20,MYOM2,MYOM2,PASS,P54296
seq.13966.30,MYOM3,MYOM3,PASS,Q5VTT5
seq.10615.18,MYP0,MPZ,PASS,P25189
seq.15422.12,MYP2,PMP2,PASS,P02689
seq.7648.9,MYPC1,MYBPC1,PASS,Q00872
seq.25096.58,MYPC2,MYBPC2,PASS,Q14324
seq.21579.35,MYPC3,MYBPC3,PASS,Q14896
seq.11536.9,MYSM1,MYSM1,PASS,Q5VVJ2
seq.13924.13,MYZAP,MYZAP,PASS,P0CAP1
seq.9055.81,MYZAP,MYZAP,PASS,P0CAP1
seq.9964.10,MYZAP,MYZAP,PASS,P0CAP1
seq.14662.6,MZF1,MZF1,PASS,P28698
seq.24928.20,MZT2A,MZT2A,PASS,Q6P582
seq.2637.77,Macrophage mannose receptor,MRC1,PASS,P22897
seq.11207.3,Macrophage scavenger receptor,MSR1,PASS,P21757
seq.11282.16,Macrophage scavenger receptor,MSR1,PASS,P21757
seq.15533.97,Macrophage scavenger receptor,MSR1,PASS,P21757
seq.3684.78,Macrophage scavenger receptor,MSR1,PASS,P21757
seq.8443.9,Magainin-1_XENLA,magainins,PASS,P11006
seq.8444.3,Magainin-2_XENLA,magainins,PASS,P11006
seq.8444.46,Magainin-2_XENLA,magainins,PASS,P11006
seq.12649.80,Malate dehydrogenase 2,MDH2,PASS,P40926
seq.15534.26,Malate dehydrogenase 2,MDH2,PASS,P40926
seq.5001.6,Mammaglobin 2,SCGB2A1,PASS,O75556
seq.9086.95,Mammaglobin 2,SCGB2A1,PASS,O75556
seq.15688.30,Mannose-binding lectin,LMAN1,PASS,P49257
seq.15535.3,Marapsin,PRSS27,PASS,Q9BQR3
seq.3624.3,Marapsin,PRSS27,PASS,Q9BQR3
seq.15417.3,Maspin,SERPINB5,PASS,P36952
seq.10396.6,Mcl-1,MCL1,PASS,Q07820
seq.9819.110,Mcl-1,MCL1,PASS,Q07820
seq.3893.64,Mesothelin,MSLN,PASS,Q13421
seq.11814.29,Met,MET,PASS,P08581
seq.2837.3,Met,MET,PASS,P08581
seq.8839.4,Metaxin-2,MTX2,PASS,O75431
seq.2911.27,Midkine,MDK,PASS,P21741
seq.5008.51,Mn SOD,SOD2,PASS,P04179
seq.5009.11,Moesin,MSN,PASS,P26038
seq.9841.197,Multifunctional protein ADE2,PAICS,PASS,P22234
seq.10030.8,MutY homolog,MUTYH,PASS,Q9UIF7
seq.17460.51,Mx1,MX1,PASS,P20591
seq.2580.83,Myeloperoxidase,MPO,PASS,P05164
seq.3042.7,Myoglobin,MB,PASS,P02144
seq.5012.67,"Myokinase, human",AK1,PASS,P00568
seq.18376.19,Myosin light chain 1,MYL3,PASS,P08590
seq.20105.7,Myosin light polypeptide 6,MYL6,PASS,P60660
seq.12077.32,Myostatin,MSTN,PASS,O14793
seq.14583.49,Myostatin,MSTN,PASS,O14793
seq.20103.176,N-glycosylase/DNA lyase,OGG1,PASS,O15527
seq.7655.11,N-terminal pro-BNP,NPPB,PASS,P16860
seq.22504.3,N42L2,N4BP2L2,PASS,Q92802
seq.17854.33,NAA10,NAA10,PASS,P41227
seq.20943.14,NAA50,NAA50,PASS,Q9GZZ1
seq.13933.276,NAB1,NAB1,PASS,Q13506
seq.13680.3,NAB2,NAB2,PASS,Q15742
seq.3854.24,NACA,NACA,PASS,Q13765
seq.9837.60,NAD(P)H dehydrogenase,NQO1,PASS,P15559
seq.17789.1,NADC,QPRT,PASS,Q15274
seq.7215.18,NADH-cytochrome b5 reductase,CYB5R3,PASS,P00387
seq.13624.17,NADK,NADK,PASS,O95544
seq.2731.29,NADPH-P450 Oxidoreductase,POR,PASS,P16435
seq.15509.2,NAG,NAGLU,PASS,P54802
seq.3894.15,NAGK,NAGK,PASS,Q9UJ70
seq.11208.15,NAGPA,NAGPA,PASS,Q9UK23
seq.11247.20,NAGS,NAGS,PASS,Q8N159
seq.18301.10,NAIF1,NAIF1,PASS,Q69YI7
seq.22505.24,NAKD2,NADK2,PASS,Q4G0N4
seq.12821.6,NAL10,NLRP10,PASS,Q86W26
seq.7986.98,NALD2,NAALAD2,PASS,Q9Y3Q0
seq.17505.125,NALDL,NAALADL1,PASS,Q9UQQ1
seq.11661.11,NALP1,NLRP1,PASS,Q9C000
seq.12794.6,NALP4,NLRP4,PASS,Q96MN2
seq.2732.58,NANOG,NANOG,PASS,Q9H9S0
seq.16863.47,NANP,NANP,PASS,Q8TBE9
seq.2790.54,NAP-2,PPBP,PASS,P02775
seq.19188.21,NAP2L,NAP1L4,PASS,Q99733
seq.23602.35,NAPEP,NAPEPLD,PASS,Q6IQ20
seq.10970.3,NAR3,ART3,PASS,Q13508
seq.7970.315,NAR3,ART3,PASS,Q13508
seq.23202.78,NAR5,ART5,PASS,Q96L15
seq.24321.67,NARF,NARF,PASS,Q9UHQ1
seq.11120.49,NAT14,NAT14,PASS,Q8WUY8
seq.22506.25,NAT5,NAA20,PASS,P61599
seq.21241.1,NAT6,NAA80,PASS,Q93015
seq.18261.34,NATD1,NATD1,PASS,Q8N6N6
seq.18255.6,NB5R1,CYB5R1,PASS,Q9UHQ9
seq.19143.38,NB5R2,CYB5R2,PASS,Q6BCY4
seq.24959.20,NB5R4,CYB5R4,PASS,Q7L1T6
seq.7696.3,NBR1,NBR1,PASS,Q14596
seq.20947.50,NC2B,DR1,PASS,Q01658
seq.17816.58,NCALD,NCALD,PASS,P61601
seq.4498.62,NCAM-120,NCAM1,PASS,P13591
seq.4246.40,NCAM-L1,L1CAM,PASS,P32004
seq.20161.41,NCAM1,NCAM1,PASS,P13591
seq.6507.16,NCAM2,NCAM2,PASS,O15394
seq.24441.7,NCBP1,NCBP1,PASS,Q09161
seq.21636.63,NCBP2,NCBP2,PASS,P52298
seq.5013.2,NCC27,CLIC1,PASS,O00299
seq.17766.5,NCF-1,NCF1,PASS,P14598
seq.10047.12,NCF-2,NCF2,PASS,P19878
seq.5014.49,NCK1,NCK1,PASS,P16333
seq.13615.60,NCK2,NCK2,PASS,O43639
seq.14045.12,NCOA2,NCOA2,PASS,Q15596
seq.25299.11,NCOA7,NCOA7,PASS,Q8NI08
seq.9765.4,NDE1,NDE1,PASS,Q9NXR1
seq.23545.6,NDEL1,NDEL1,PASS,Q9GZM8
seq.23521.29,NDK7,NME7,PASS,Q9Y5B8
seq.16809.1,NDKM,NME4,PASS,O00746
seq.21911.17,NDP,NDP,PASS,Q00604
seq.4249.64,NDP kinase B,NME2,PASS,P22392
seq.19215.7,NDRG1,NDRG1,PASS,Q92597
seq.24463.1,NDRG2,NDRG2,PASS,Q9UN36
seq.18312.68,NDRG3,NDRG3,PASS,Q9UGV2
seq.7934.11,NDRG4,NDRG4,PASS,Q9ULP0
seq.6927.7,NDST1,NDST1,PASS,P52848
seq.20458.22,NDUA2,NDUFA2,PASS,O43678
seq.19200.16,NDUA5,NDUFA5,PASS,Q16718
seq.10677.9,NDUB4,NDUFB4,PASS,O95168
seq.23287.109,NDUB6,NDUFB6,PASS,O95139
seq.9800.20,NDUB8,NDUFB8,PASS,O95169
seq.22508.2,NDUBA,NDUFB10,PASS,O96000
