pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,contrast,direction,n_sig_hits,label
KEGG_GLIOMA,KEGG,8,49,622,7481,2.1664686154047432,0.04720985626757814,0.46212644361481364,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,7,41,622,7481,2.284409315147524,0.0499596155259258,0.46212644361481364,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG,7,44,622,7481,2.098335898193592,0.06886143001943816,0.5288314236426725,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_TIGHT_JUNCTION,KEGG,9,62,622,7481,1.885270179741143,0.06905936044225941,0.5288314236426725,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,KEGG,3,12,622,7481,3.6876490809253557,0.07146370589765845,0.5288314236426725,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,12,92,622,7481,1.6668192402734772,0.07792219274437905,0.5388863895570796,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_FOCAL_ADHESION,KEGG,19,163,622,7481,1.4692335144359805,0.08253214975198517,0.5388863895570796,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,8,56,622,7481,1.8485487553917987,0.0900336830282024,0.5552077120072482,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_LONG_TERM_DEPRESSION,KEGG,6,39,622,7481,2.0145220603996643,0.10072486711191245,0.5803766402295134,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,KEGG,4,22,622,7481,2.459479779203187,0.10457236760892133,0.5803766402295134,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,21,191,622,7481,1.374782995478708,0.11261514997575378,0.5952515070146985,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,8,61,622,7481,1.67301085563061,0.13094287118534836,0.660666304616985,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ERBB_SIGNALING_PATHWAY,KEGG,10,86,622,7481,1.4582368283207094,0.1752062257947284,0.7868744525841299,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,6,46,622,7481,1.660323258827483,0.17967086826555842,0.7868744525841299,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PARKINSONS_DISEASE,KEGG,6,46,622,7481,1.660323258827483,0.17967086826555842,0.7868744525841299,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG,3,18,622,7481,2.210954483896937,0.18431293483952593,0.7868744525841299,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,8,69,622,7481,1.4519260560184455,0.21243098812052152,0.8733273956065885,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_MITOTIC_SPINDLE,Hallmark,8,72,622,7481,1.3832706259989729,0.24713244047787886,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,9,84,622,7481,1.3279644648409725,0.262059692672672,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_RNA_DEGRADATION,KEGG,3,22,622,7481,1.7445817902198717,0.27487576792952306,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,11,110,622,7481,1.2292764452704792,0.3059293314171656,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,7,67,622,7481,1.289733242241196,0.32160035806836906,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG,3,24,622,7481,1.5779897148022457,0.32182845671030524,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,KEGG,4,35,622,7481,1.425530141373525,0.3314890879107029,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG,3,25,622,7481,1.506057415411017,0.3453638984017384,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_FATTY_ACID_METABOLISM,KEGG,3,25,622,7481,1.506057415411017,0.3453638984017384,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,14,148,622,7481,1.155587414169648,0.3467915783197011,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,5,47,622,7481,1.3152569658552438,0.352112773518443,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_LEISHMANIA_INFECTION,KEGG,6,59,622,7481,1.2507541368424215,0.3664846111363963,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG,3,26,622,7481,1.4403793239912432,0.3688220725661589,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_SMALL_CELL_LUNG_CANCER,KEGG,5,48,622,7481,1.284486121627282,0.36912425835705515,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,8,83,622,7481,1.1785165288057533,0.3856218870037018,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG,3,27,622,7481,1.3801743811741174,0.392125012669487,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_HUNTINGTONS_DISEASE,KEGG,6,61,622,7481,1.2049252241215107,0.39707302917899573,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,6,62,622,7481,1.1832382002254473,0.41235243097484553,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG,3,28,622,7481,1.3247852301444283,0.41520223875678863,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_MELANOMA,KEGG,7,74,622,7481,1.1538164597110305,0.4192453466953826,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_COAGULATION,Hallmark,13,144,622,7481,1.0962853644290855,0.42057384572011725,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG,3,29,622,7481,1.273657653875831,0.4379905499492733,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,9,99,622,7481,1.1042026055291423,0.4411810479634672,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_MTORC1_SIGNALING,Hallmark,11,123,622,7481,1.0844891825960905,0.4466311167896464,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,8,88,622,7481,1.1040330976971742,0.4505622115067365,0.9617770284086106,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_APICAL_SURFACE,Hallmark,3,30,622,7481,1.2263131760116288,0.4604337587372161,0.964304664525113,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,4,43,622,7481,1.131830602001563,0.48513265024820157,0.9972171143990809,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,5,56,622,7481,1.0817212645317515,0.5029586201630484,0.99918492906576994,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_VIRAL_MYOCARDITIS,KEGG,3,32,622,7481,1.1414186406645708,0.5040932975466947,0.99918492906576994,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_HEDGEHOG_SIGNALING_PATHWAY,KEGG,3,33,622,7481,1.1031937915317582,0.5252293865411011,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_BLADDER_CANCER,KEGG,4,46,622,7481,1.0505564192414039,0.5393304718755454,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_HEDGEHOG_SIGNALING,Hallmark,3,34,622,7481,1.067503968483098,0.545859153386985,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_PROTEIN_SECRETION,Hallmark,5,59,622,7481,1.021220203365348,0.5504286300538667,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PYRIMIDINE_METABOLISM,KEGG,5,59,622,7481,1.021220203365348,0.5504286300538667,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,5,60,622,7481,1.0025045039571892,0.5657606778813737,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PURINE_METABOLISM,KEGG,7,86,622,7481,0.9768473587428118,0.5807014997548224,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ALZHEIMERS_DISEASE,KEGG,6,74,622,7481,0.9727398750510642,0.5872505358486393,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_PEROXISOME,Hallmark,4,51,622,7481,0.938103723020443,0.6226646859091882,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PRION_DISEASES,KEGG,3,39,622,7481,0.9185578371426322,0.6406567195384968,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_COLORECTAL_CANCER,KEGG,4,53,622,7481,0.8995508782881401,0.6532032448262127,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,3,40,622,7481,0.893601581004419,0.6578544925516338,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG,3,43,622,7481,0.8262171151828624,0.705846556641454,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_MELANOGENESIS,KEGG,4,58,622,7481,0.8156581719534607,0.7220784365281933,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ENDOCYTOSIS,KEGG,9,125,622,7481,0.8534518306247918,0.722507417083024,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_APOPTOSIS,Hallmark,9,126,622,7481,0.8460314165386404,0.7312281089424653,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_RENAL_CELL_CARCINOMA,KEGG,4,59,622,7481,0.8007095338452336,0.7345620588172351,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_BILE_ACID_METABOLISM,Hallmark,3,46,622,7481,0.76823303087767,0.7485146154356843,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_SPERMATOGENESIS,Hallmark,4,61,622,7481,0.7723855221451232,0.7582541933109492,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_WNT_SIGNALING_PATHWAY,KEGG,6,92,622,7481,0.7671009596061771,0.7880602084589459,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_ADIPOGENESIS,Hallmark,8,122,622,7481,0.7708980833739288,0.8063321920750607,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,10,150,622,7481,0.784193073807588,0.8106291991258596,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_APICAL_JUNCTION,Hallmark,10,151,622,7481,0.7785147857073283,0.8169772207028245,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_APOPTOSIS,KEGG,4,67,622,7481,0.6982635497351866,0.8195271124172031,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_PATHWAYS_IN_CANCER,KEGG,18,259,622,7481,0.81835374142142,0.8213455992293325,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_COMPLEMENT,Hallmark,13,198,622,7481,0.7701393258232897,0.8503981445326343,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_MYOGENESIS,Hallmark,8,130,622,7481,0.7195475798974525,0.8575541733388607,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,5,87,622,7481,0.6697951995329359,0.8601537515821126,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,8,133,622,7481,0.7019646596217998,0.8737106879642063,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,6,106,622,7481,0.6583924966011665,0.8849104413271667,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_UV_RESPONSE_UP,Hallmark,6,107,622,7481,0.6517770658085409,0.8901121525628579,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,8,137,622,7481,0.6797928440453652,0.8928879694307353,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,4,78,622,7481,0.5935048924851851,0.8985716447692553,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,9,153,622,7481,0.6846899383086847,0.8993494862752625,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,3,64,622,7481,0.5401566542370371,0.9105402683090793,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_KRAS_SIGNALING_UP,Hallmark,8,145,622,7481,0.6393332504206314,0.9239923024483004,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CELL_CYCLE,KEGG,3,68,622,7481,0.50661945546407,0.9301220878390783,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_DNA_REPAIR,Hallmark,3,70,622,7481,0.4913526697012359,0.938360534182286,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_UV_RESPONSE_DN,Hallmark,4,87,622,7481,0.5284478752663798,0.9387325540299432,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,3,74,622,7481,0.4633901161483521,0.9522092337184359,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_GLYCOLYSIS,Hallmark,7,145,622,7481,0.5543766809558738,0.9631105456271443,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_HEME_METABOLISM,Hallmark,4,98,622,7481,0.46584776774409353,0.9679855719702648,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_P53_PATHWAY,Hallmark,5,118,622,7481,0.4838220318115095,0.9728724669290922,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_G2M_CHECKPOINT,Hallmark,3,86,622,7481,0.39569723355582476,0.9782809517338038,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,3,88,622,7481,0.38627321971745726,0.9810180441974581,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_MYC_TARGETS_V1,Hallmark,5,125,622,7481,0.4551267312510033,0.9819226064305865,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,9,192,622,7481,0.5356434776061825,0.982600655817568,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_AXON_GUIDANCE,KEGG,5,127,622,7481,0.44753329299611977,0.9839340115533332,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_KRAS_SIGNALING_DN,Hallmark,4,111,622,7481,0.4084665470463029,0.9856996873761417,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,4,112,622,7481,0.40462475136626447,0.9865797824805451,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,9,210,622,7481,0.48636419211963494,0.9930330310483013,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_HYPOXIA,Hallmark,4,137,622,7481,0.3273546593041993,0.997415043046854,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,5,158,622,7481,0.3552196116401051,0.9976558726450151,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,3,133,622,7481,0.25089080472663006,0.9992330013381565,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,9,324,622,7481,0.30504133330892597,0.9999924498644637,0.9999924498644637,Venous,Spine_vs_HeadNeck,down,311,Venous · Spine / Head-Neck · higher in 2nd
HALLMARK_ANGIOGENESIS,Hallmark,8,41,539,7481,3.1534643890109666,0.007906780825979098,0.5139407536886413,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,7,43,539,7481,2.5236570790614454,0.03237849446406324,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,6,39,539,7481,2.3564263449820357,0.058289193680930836,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,15,142,539,7481,1.5359864075126293,0.0860089767652939,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,12,110,539,7481,1.590076797000875,0.09692396059648938,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,6,46,539,7481,1.9422139900735544,0.11043551906764476,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,5,36,539,7481,2.087131345074297,0.11363403913530017,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_BUTANOATE_METABOLISM,KEGG,3,18,539,7481,2.5841980358163066,0.13565480146652734,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG,3,18,539,7481,2.5841980358163066,0.13565480146652734,0.9797291217026974,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_TYROSINE_METABOLISM,KEGG,4,32,539,7481,1.8459330419844493,0.19594573691166192,0.9939489756893016,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,7,69,539,7481,1.4600020250370818,0.22712364071408153,0.9939489756893016,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_BILE_ACID_METABOLISM,Hallmark,5,46,539,7481,1.575869829478659,0.23470249223645476,0.9939489756893016,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
KEGG_MELANOGENESIS,KEGG,6,58,539,7481,1.4914482885974722,0.23766041689234624,0.9939489756893016,Venous,Laparoscopic_vs_HeadNeck,up,228,Venous · Laparoscopic / Head-Neck · higher in 1st
